anime_id,name,genre,type,episodes,rating,members
690,Arion,"Action, Adventure, Drama, Fantasy, Magic, Seinen",Movie,1,6.37,2415
691,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,"Adventure, Comedy, Shounen",Movie,1,7.52,12418
692,xxxHOLiC Movie: Manatsu no Yoru no Yume,"Comedy, Drama, Mystery, Psychological, Supernatural",Movie,1,8.04,41547
693,Oniisama e...,"Drama, School, Shoujo, Shoujo Ai",TV,39,7.88,11424
694,Mahoujin Guru Guru Movie,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.11,826
695,Hanaukyou Maid-tai OVA,"Comedy, Ecchi, Harem, Romance",OVA,3,6.82,6586
696,Yomigaeru Sora: Rescue Wings,"Drama, Military, Seinen",TV,12,7.53,6871
697,Kokoro Toshokan,"Comedy, Drama, Slice of Life",TV,13,6.62,3748
698,NieA Under 7,"Comedy, Sci-Fi, Slice of Life",TV,13,6.99,16711
699,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",TV,26,8.57,113993
700,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,"Action, Adventure, Drama, Fantasy, Shounen",Movie,1,7.39,33633
701,Bakuretsu Hunters OVA,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",OVA,3,6.72,3686
702,Android Ana Maico 2010,"Comedy, Drama, Sci-Fi, Seinen",TV,24,6.6,1896
703,I&#039;&#039;s Pure,"Comedy, Drama, Ecchi, Romance, School",OVA,6,7.05,17276
704,Chikyuu Shoujo Arjuna,"Adventure, Drama, Magic, Sci-Fi",TV,13,6.98,17520
705,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,291,8.32,375662
706,Prince of Tennis: Atobe&#039;s Gift,"Comedy, Shounen, Sports",Movie,1,7.63,10567
707,"Prince of Tennis: The Two Samurai, The First Game","Action, Shounen, Sports",Movie,1,7.47,14249
708,Nanako Kaitai Shinsho,"Comedy, Mecha, Military, Sci-Fi",OVA,6,5.79,6733
709,Tactical Roar,"Comedy, Military, Romance, Sci-Fi",TV,13,6.55,6479
710,Sakura Tsuushin,"Comedy, Drama, Romance, Slice of Life",OVA,12,6.33,7342
711,Boku wa Imouto ni Koi wo Suru,"Romance, Shoujo",OVA,1,6.57,26923
712,Ginga Eiyuu Densetsu,"Drama, Military, Sci-Fi, Space",OVA,110,9.11,80679
713,Initial D Battle Stage,"Action, Cars, Drama, Seinen, Sports",OVA,1,7.63,13633
714,Initial D Extra Stage,"Action, Cars, Drama, Seinen, Sports",OVA,2,7.48,15363
715,Virgin Night,"Hentai, Romance",OVA,1,6.55,2171
716,Guardian Hearts,"Comedy, Ecchi, Magic, Romance, School",OVA,6,6.01,5409
717,King of Fighters: Another Day,"Adventure, Drama, Shounen",ONA,4,6.47,8497
718,Uba,Hentai,OVA,2,6,2437
719,Jinshin Yuugi,Hentai,OVA,2,5.97,1127
720,Sexfriend,Hentai,OVA,2,6.79,9174
721,Chicchana Yukitsukai Sugar,"Comedy, Fantasy, Slice of Life",TV,24,7.19,14955
722,Ginsoukikou Ordian,"Mecha, Sci-Fi",TV,24,5.93,1304
723,Choujuushin Gravion,"Action, Comedy, Mecha, Sci-Fi, Shounen",TV,13,6.5,8364
724,Sister Princess: Re Pure,"Drama, Romance",TV,13,6.37,5782
725,Sister Princess,"Comedy, Drama, Harem, Romance, Slice of Life",TV,26,6.58,14714
726,Kyou no 5 no 2,"Comedy, Ecchi, School, Seinen",OVA,4,7.33,22431
727,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,"Drama, Seinen, Thriller",TV,13,6.28,18031
728,Samurai Spirits 2: Asura Zanmaden,"Action, Fantasy, Martial Arts, Samurai, Super Power",OVA,2,6.3,1317
729,Narue no Sekai,"Comedy, Romance, Sci-Fi",TV,12,6.7,11544
730,Colorful,"Comedy, Ecchi, Slice of Life",TV,16,6.28,13960
731,Ushio to Tora,"Action, Comedy, Horror",OVA,10,7.23,6086
732,Konjiki no Gash Bell!!: 101 Banme no Mamono,"Adventure, Shounen, Supernatural",Movie,1,7.41,4425
733,Kiba,"Adventure, Fantasy, Shounen",TV,51,7.43,47651
734,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",TV,26,8.15,93095
735,Jinki:Extend OVA,"Mecha, Sci-Fi",OVA,1,6.35,1985
736,Suzumiya Haruhi no Yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,14,8.06,428569
737,Gakuen Heaven,"Comedy, Drama, Romance, School, Shounen Ai",TV,13,6.8,34787
738,Kyou kara Ore wa!!,"Comedy, Shounen",OVA,10,8.15,7954
739,Gokinjo Monogatari,"Comedy, Drama, Romance, Slice of Life",TV,50,7.56,7279
740,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",TV,26,8.39,422271
741,Soul Link,"Action, Adventure, Comedy, Military, Romance, Sci-Fi, Space",TV,12,6.26,14641
742,Strawberry Panic,"Drama, Romance, School, Shoujo Ai",TV,26,7.45,72790
743,Utawarerumono,"Action, Drama, Fantasy, Sci-Fi",TV,26,7.78,91034
744,Air Gear,"Action, Comedy, Ecchi, Shounen, Sports",TV,25,7.69,194611
745,Gunparade Orchestra,"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life",TV,24,6.06,2816
746,Digimon Savers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,48,7.1,41021
747,Makai Senki Disgaea,"Action, Comedy, Demons, Fantasy, Magic",TV,12,6.9,30146
748,xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,24,8.11,150872
749,Joshikousei: Girl&#039;s High,"Comedy, Drama, Ecchi, School, Slice of Life",TV,12,6.69,22982
750,Mobile Suit Gundam Seed MSV Astray,"Mecha, Military, Sci-Fi, Shounen, Space",OVA,2,6.46,7336
751,Kikou Senki Dragonar,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,48,6.86,1961
752,Slayers Premium,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.32,13008
753,Slayers Gorgeous,"Adventure, Comedy, Fantasy, Magic, Supernatural",Movie,1,7.42,12755
754,Slayers Great,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.41,12760
755,Slayers Return,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.42,12909
756,Dragon Half,"Comedy, Fantasy, Parody",OVA,2,7.05,11596
757,Mahou Shoujo-tai Arusu,"Adventure, Comedy, Fantasy, Magic",TV,40,7.24,16571
758,.hack//Roots,"Adventure, Drama, Fantasy, Game, Sci-Fi",TV,26,7.06,50480
759,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,51,7.65,94391
760,Mind Game,"Adventure, Comedy, Dementia, Psychological, Romance",Movie,1,7.88,32756
761,Street Fighter II V,"Adventure, Drama, Mystery, Shounen",TV,29,7.16,14002
762,Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",TV,47,8.55,197256
763,Zegapain,"Action, Mecha, Romance, Sci-Fi",TV,26,7.47,20644
764,Simoun,"Drama, Magic, Military, Romance, Shoujo Ai",TV,26,7.56,24664
765,Aa! Megami-sama!: Sorezore no Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",TV,22,7.69,42026
766,Green Green OVA,"Comedy, Ecchi, Romance, School",OVA,1,6.12,21620
767,Yuu☆Yuu☆Hakusho (Movie),"Action, Adventure, Comedy",Movie,1,6.97,13904
768,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,"Action, Comedy",Movie,1,7.34,13775
769,Shin Angyo Onshi,"Action, Fantasy",Movie,1,7,13231
770,Tenshi no Tamago,"Dementia, Drama, Fantasy",OVA,1,7.56,35634
771,Amaenaide yo!! Katsu!!,"Comedy, Ecchi, Harem, Romance, Supernatural",TV,12,6.89,33573
772,Megami Kouhosei Special Curriculum,"Action, Mecha, Military, Sci-Fi, Space",OVA,1,6.46,3710
773,Megami Kouhosei,"Action, Mecha, Military, Sci-Fi, Space",TV,12,6.55,14757
774,Black Lagoon,"Action, Seinen",TV,12,8.17,332562
775,Yuusha-Ou GaoGaiGar,"Adventure, Mecha, Sci-Fi, Shounen",TV,49,7.96,10031
776,Dragon Ball Movie 2: Majinjou no Nemuri Hime,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.03,27194
777,Dragon Ball Movie 3: Makafushigi Daibouken,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.09,25740
778,Dragon Ball Movie 4: Saikyou e no Michi,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.33,26104
779,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,6.93,57623
780,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,6.89,53765
781,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,6.99,57840
782,Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,"Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,6.84,51924
783,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.24,59207
784,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.09,55789
785,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.14,52690
786,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.62,65953
787,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.36,51083
788,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,"Action, Adventure, Comedy, Demons, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,7.11,54947
789,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,6.28,49949
790,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.72,56994
791,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.54,50607
792,Princess Princess,"Comedy, School, Shoujo",TV,12,7.16,38778
793,Fullmetal Alchemist: Premium Collection,"Comedy, Fantasy, Shounen",OVA,3,7.45,44313
794,Geneshaft,"Adventure, Mecha, Sci-Fi, Space",TV,13,6.49,8643
795,Himawari!,"Adventure, Comedy, Martial Arts",TV,13,6.45,15549
796,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,"Adventure, Shounen, Supernatural",Movie,1,7.24,3630
797,Ninku,"Adventure, Shounen",TV,55,7.15,2424
798,Kakutou Bijin Wulong,"Action, Ecchi, Martial Arts",TV,25,6.78,3322
799,Ike! Ina-chuu Takkyuubu,"Comedy, Ecchi, School, Sports",TV,26,7.7,7988
800,Ginga Densetsu Weed,"Adventure, Drama, Shounen",TV,26,7.31,7484
801,Tokkou,"Action, Comedy, Horror, Mystery, Police, Supernatural",TV,13,6.71,30836
802,Riding Bean,"Action, Cars, Police, Seinen",OVA,1,7.16,6547
803,Gintama,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,201,9.04,336376
804,Ray The Animation,"Drama, Romance, Sci-Fi",TV,13,6.81,7756
805,Nurse Witch Komugi-chan Magikarte Z,"Comedy, Magic, Parody",OVA,2,6.82,3986
806,Transformers: Choujin Master Force,"Adventure, Mecha, Sci-Fi, Shounen",TV,47,6.85,1574
807,Transformers Headmasters,"Adventure, Mecha, Sci-Fi, Shounen",TV,35,6.69,1768
808,Transformers Victory,"Adventure, Mecha, Sci-Fi, Shounen",TV,44,6.83,1418
809,Transformers Superlink,"Adventure, Mecha, Sci-Fi, Shounen",TV,51,6.38,2691
810,Transformers Galaxy Force,"Adventure, Mecha, Sci-Fi, Shounen",TV,52,6.75,2790
811,Aura Battler Dunbine,"Adventure, Mecha, Sci-Fi",TV,49,7.14,3694
812,Densetsu Kyojin Ideon,"Drama, Mecha, Sci-Fi, Space",TV,39,7.1,5517
813,Ichigeki Sacchuu!! Hoihoi-san,"Comedy, Sci-Fi, Slice of Life",OVA,1,6.2,5404
814,Dai Mahou Touge,"Comedy, Magic, Supernatural",OVA,4,7.09,19555
815,Higurashi no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,26,8.17,359494
816,Witchblade,"Action, Sci-Fi, Super Power",TV,24,7.4,64697
817,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Movie,1,6.99,97308
818,Appleseed,"Action, Adventure, Mecha, Police, Sci-Fi",OVA,1,6.79,16552
819,Shin Getter Robo tai Neo Getter Robo,"Action, Mecha, Sci-Fi, Shounen",OVA,4,7.18,2339
820,Inukami!,"Comedy, Ecchi, Romance, Shounen, Supernatural",TV,26,7.4,47882
821,Renkin San-kyuu Magical? Pokaan,"Comedy, Ecchi, Magic, Parody, Vampire",TV,12,7.11,17273
822,Nishi no Yoki Majo: Astraea Testament,"Comedy, Drama, Fantasy, Mystery, Romance",TV,13,6.91,11042
823,Yume Tsukai,"Drama, Fantasy, Magic, Slice of Life",TV,12,6.57,5719
824,The Third: Aoi Hitomi no Shoujo,"Action, Adventure, Sci-Fi, Seinen",TV,24,7.4,14304
825,Top wo Nerae! Gunbuster,"Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,7.97,51724
826,Street Fighter Alpha: Generations,"Adventure, Shounen",Movie,1,6.6,8906
827,Chibi Maruko-chan,"Comedy, Shoujo, Slice of Life",TV,142,7.86,4739
828,Magical Nyan Nyan Taruto,"Comedy, Magic",TV,12,6.44,3693
829,Jyu Oh Sei,"Action, Adventure, Drama, Mystery, Sci-Fi, Shoujo",TV,11,7.41,44766
830,Daikuu Maryuu Gaiking,"Adventure, Mecha, Sci-Fi, Shounen",TV,44,7.02,919
831,Saiunkoku Monogatari,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39,8.06,50951
832,HeatGuy J,"Action, Adventure, Mecha, Police, Sci-Fi",TV,25,7.34,10727
833,Shin Chou Kyou Ryo: Condor Hero,"Adventure, Drama, Historical, Romance",TV,26,7.53,4777
834,Shin Chou Kyou Ryo: Condor Hero II,"Adventure, Drama, Historical, Romance",TV,26,7.51,2151
835,Virtua Fighter,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35,7.13,3875
836,Aria The Natural,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,26,8.3,39596
837,Hit wo Nerae!,"Comedy, Ecchi",TV,8,5.64,3772
838,Yoshinaga-san&#039;chi no Gargoyle,"Comedy, Fantasy, Slice of Life",TV,13,6.9,3204
839,Crayon Shin-chan,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",TV,1,7.73,26267
840,Hokuto no Ken,"Action, Drama, Martial Arts, Sci-Fi, Shounen",TV,109,7.99,40271
841,Kakutou Bijin Wulong: Rebirth,"Action, Comedy, Martial Arts, School, Shounen",TV,25,7.12,1895
842,Tsubasa Chronicle 2nd Season,"Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural",TV,26,7.7,79166
843,Yokoyama Mitsuteru Sangokushi,"Adventure, Historical",TV,47,7.49,2849
844,Astro Boy: Tetsuwan Atom,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,50,7.02,9331
845,Bible Black Gaiden,"Hentai, Supernatural",OVA,2,6.89,14478
846,Glass no Kantai: La Legende du Vent de l&#039;Univers,"Adventure, Sci-Fi",TV,24,6.69,8052
847,Dead Leaves,"Adventure, Comedy, Psychological, Sci-Fi",Movie,1,7.28,40717
848,Yokohama Kaidashi Kikou,"Sci-Fi, Seinen, Slice of Life",OVA,2,7.37,12389
849,Yokohama Kaidashi Kikou: Quiet Country Cafe,"Sci-Fi, Seinen, Slice of Life",OVA,2,7.36,7609
850,Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu,"Action, Hentai, Mecha, Sci-Fi, Yaoi",OVA,1,5.53,4559
851,Change!! Getter Robo: Sekai Saigo no Hi,"Action, Adventure, Horror, Mecha, Psychological, Sci-Fi, Shounen",OVA,13,7.84,5606
852,Street Fighter Zero The Animation,"Action, Drama, Martial Arts, Shounen, Super Power",Movie,1,6.69,10118
853,Rikujou Bouei-tai Mao-chan,"Comedy, Kids, Magic, Military, Sci-Fi",TV,26,6.4,2934
854,Ichigo 100% OVA,"Comedy, Ecchi, Harem, Romance, School, Shounen",OVA,4,7.03,19508
855,Cosplay Complex,"Comedy, Ecchi, Parody, School",OVA,3,5.99,8706
856,Cosplay Complex: Extra Identification,Comedy,OVA,1,5.9,2145
857,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",OVA,2,7.08,21043
858,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,"Action, Comedy, Historical, Military, Samurai",TV,12,6.51,1006
859,Kamisama Kazoku,"Comedy, Drama, Fantasy, Romance",TV,13,7.27,32828
860,Usagi-chan de Cue!!,"Action, Comedy, Ecchi, Magic, Romance",OVA,3,5.79,3276
861,Dual Parallel! Trouble Adventures,"Action, Comedy, Harem, Mecha, Sci-Fi, Shounen",TV,13,7.17,10636
862,Sin in the Rain,Mystery,OVA,1,5.22,1674
863,Prince of Tennis: The National Tournament,"Action, Comedy, Shounen, Sports",OVA,13,8.09,25170
864,Bishoujo Senshi Sailor Moon: Sailor Stars,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",TV,34,7.99,52586
865,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1,7.76,29394
866,Blue Seed,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",TV,26,7.13,15194
867,Blue Seed 2,"Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural",OVA,3,6.6,3790
868,Uchuu Kaizoku Captain Harlock,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",TV,42,7.87,14869
869,Top wo Nerae 2! Diebuster,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,6,7.81,38691
870,Kanojo to Kanojo no Neko,"Drama, Psychological, Romance, Slice of Life",OVA,1,7.52,53463
871,Star Ocean EX,"Adventure, Fantasy, Sci-Fi, Shounen",TV,26,6.69,9024
872,Tenchi Muyou! in Love,"Action, Comedy, Romance, School, Sci-Fi, Shounen, Space",Movie,1,7.52,14318
873,Ranma ½ OVA,"Comedy, Martial Arts, Romance, Shounen",OVA,6,7.87,16804
874,Ranma ½ Specials,"Comedy, Drama, Romance, Shounen",OVA,2,7.78,11084
875,Battle Spirits: Ryuuko no Ken,"Action, Comedy, Martial Arts, Shounen",OVA,1,4.89,1708
876,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,"Action, Adventure, Comedy, Martial Arts, Shounen, Supernatural",Movie,1,7.5,9597
877,Ranma ½ Super,"Adventure, Comedy, Martial Arts, Romance, Shounen, Supernatural",OVA,3,7.79,9936
878,Le Chevalier D&#039;Eon,"Historical, Magic, Mystery, Seinen, Supernatural",TV,24,7.36,33035
879,Gunnm,"Drama, Mecha, Sci-Fi, Shounen",OVA,2,7.26,22648
880,Majutsushi Orphen,"Action, Adventure, Comedy, Demons, Fantasy, Magic",TV,24,7.3,20105
881,Majutsushi Orphen: Revenge,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,23,6.94,9126
882,Honoo no Mirage,"Action, Drama, Historical, Romance, School, Shounen Ai, Supernatural",TV,13,6.74,12835
883,Honoo no Mirage: Minagiwa no Hangyakusha,"Action, Drama, Historical, Romance, Shoujo, Shounen Ai, Supernatural",OVA,3,7.15,6006
884,Kaikan Phrase,"Drama, Music, Romance, Shoujo",TV,44,7.55,8142
885,Generator Gawl,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",TV,12,7.13,5457
886,Wolf&#039;s Rain OVA,"Adventure, Drama, Psychological, Sci-Fi, Supernatural",OVA,4,8.13,37679
887,Weiß Kreuz OVA,"Action, Drama",OVA,2,7.02,4296
888,Kachou Ouji,"Adventure, Comedy, Music, Sci-Fi, Slice of Life",TV,13,7.16,16111
889,Yakumo Tatsu,"Adventure, Historical, Horror, Shoujo, Supernatural",OVA,2,6.25,2427
890,Psychic Force,"Action, Sci-Fi, Shounen, Super Power",OVA,2,5.71,1069
891,Arete Hime,"Fantasy, Magic",Movie,1,7.09,6042
892,Omoide Poroporo,"Drama, Romance, Slice of Life",Movie,1,7.64,39589
893,Heisei Tanuki Gassen Ponpoko,Kids,Movie,1,7.42,34263
894,Hanare Toride no Yonna,"Adventure, Fantasy",Movie,1,5.26,1748
895,Kumo no You ni Kaze no You ni,"Adventure, Drama, Historical, Romance",Movie,1,7.03,3536
896,Sennen Joyuu,"Action, Adventure, Drama, Fantasy, Historical, Romance",Movie,1,8.34,58492
897,Ouritsu Uchuugun: Honneamise no Tsubasa,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.72,18469
898,Patalliro Saiyuuki!,"Adventure, Comedy, Fantasy, Shoujo, Shounen Ai",TV,26,6.88,1996
899,Kashou no Tsuki: Aki Kyougen,"Historical, Romance, Shoujo, Supernatural",OVA,2,6.11,3621
900,Saint Beast: Seijuu Kourin-hen,"Action, Fantasy, Magic, Supernatural",TV,6,6.09,6177
901,Mizuiro,Hentai,OVA,2,6.07,1383
902,Mizuiro (2003),"Drama, Romance, Supernatural",OVA,2,6.57,2325
903,Mizuiro Jidai,"Shoujo, Slice of Life",TV,47,7.01,1519
904,Zetsuai 1989,"Drama, Music, Romance, Sports, Yaoi",OVA,1,6.69,7117
905,Bronze: Zetsuai Since 1989,"Drama, Music, Romance, Sports, Yaoi",OVA,1,6.67,6824
906,Tokyo Babylon,"Action, Magic, Mystery, Supernatural",OVA,2,6.82,11730
907,Taiyou no Ouji: Horus no Daibouken,"Adventure, Drama, Magic",Movie,1,6.63,3717
908,Elf wo Karu Mono-tachi,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",TV,12,7.16,13581
909,Elf wo Karu Mono-tachi II,"Adventure, Comedy, Fantasy",TV,12,7.15,8004
910,The SoulTaker: Tamashii-gari,"Demons, Horror, Supernatural",TV,13,6.5,15796
911,Cello Hiki no Gauche (1982),"Drama, Fantasy, Kids, Music",Movie,1,7.08,6524
912,Bobobo-bo Bo-bobo,"Adventure, Comedy, Sci-Fi, Shounen",TV,76,7.54,39041
913,Ao no 6-gou,"Action, Adventure, Mecha, Military, Sci-Fi",OVA,4,7.16,29487
914,Tokyo Juushouden,"Action, Adventure, Shounen, Supernatural",OVA,3,5.67,1001
915,Tokyo Daigaku Monogatari,"Comedy, Drama, Ecchi, Romance, School",OVA,2,5.29,1493
916,Blame!,"Mecha, Sci-Fi",ONA,6,6.2,13802
917,Good Morning Call,"Comedy, Drama, Romance, School, Shoujo",OVA,1,6.26,3970
918,Ippatsu Kiki Musume,"Action, Comedy, Ecchi",TV,16,6.44,3188
919,Kidou Shinsengumi Moeyo Ken,"Adventure, Comedy, Historical",OVA,4,5.81,1114
920,Mutant Turtles: Choujin Densetsu-hen,"Action, Adventure, Comedy, Sci-Fi, Super Power",OVA,2,5.45,1660
921,Oruchuban Ebichu,"Comedy, Ecchi, Seinen",TV,24,7.52,21109
922,Nekojiru Gekijou Jirujiru Original,"Action, Comedy",TV,27,6.67,6303
923,Mazinkaiser,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,7,7.47,4681
924,Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",TV,101,8.16,12833
925,Kishin Houkou Demonbane (TV),"Action, Ecchi, Harem, Magic, Mecha, Romance, Shounen",TV,12,6.71,25443
926,Chou Denji Robo Combattler V,"Adventure, Mecha, Sci-Fi, Shounen",TV,54,6.93,1369
927,Chou Denji Machine Voltes V,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,40,7.54,3201
928,Love Get Chu,"Comedy, Romance",TV,25,6.74,5725
929,Memories Off #5 Togireta Film The Animation,"Drama, Romance",OVA,1,6.34,2068
930,Sweat Punch,"Action, Fantasy, Historical, Mecha",OVA,5,7.62,26679
931,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen taikai Kaisai!!,"Adventure, Comedy, Game, Shounen",OVA,1,6.87,45188
932,Netrun-mon the Movie,Comedy,OVA,1,5.42,961
933,Wizardry,"Action, Adventure, Fantasy",OVA,1,5.88,991
934,Cardcaptor Sakura: Leave It to Kero-chan,Comedy,Movie,1,7.46,20410
935,Armitage III,"Action, Adventure, Mecha, Police, Romance, Sci-Fi",OVA,4,7.2,14930
936,Sentou Yousei Yukikaze,"Action, Drama, Military, Psychological, Sci-Fi, Space",OVA,5,7.28,9957
937,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",OVA,13,7.47,3499
938,Hikari to Mizu no Daphne,"Comedy, Drama, Mystery, Police, Psychological, Sci-Fi",TV,24,6.87,8876
939,Human Crossing,"Drama, Slice of Life, Sports",TV,13,6.53,1739
940,I&#039;&#039;s,"Drama, Romance",OVA,2,6.13,6419
941,Interlude,"Adventure, Horror, Mystery",OVA,3,6.67,7573
942,Kenran Butou Sai: The Mars Daybreak,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",TV,26,7.27,13265
943,Kimagure Orange☆Road,"Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power",TV,48,7.7,16012
944,Macross,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,36,8.07,44157
945,Macross: Do You Remember Love?,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,8.09,19240
946,Mobile Suit Gundam I,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.43,12877
947,Mobile Suit Gundam II: Soldiers of Sorrow,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.56,11325
948,Mobile Suit Gundam III: Encounters in Space,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.89,11343
949,Mobile Police Patlabor: The Movie,"Drama, Mecha, Military, Police",Movie,1,7.59,14779
950,Mobile Police Patlabor 2: The Movie,"Drama, Mecha, Mystery, Police, Sci-Fi",Movie,1,7.83,11957
951,Lime-iro Senkitan,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",TV,13,6.14,6176
952,Samurai Girl Real Bout High School,"Adventure, Comedy, Fantasy, Shounen",TV,13,6.05,6689
953,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,"Adventure, Drama, Fantasy, Shounen",OVA,1,6.2,1449
